sexo,educacao,estado_civil,idade,vl_fatura,inadimplente
1,5,1,40,0.0,0
1,2,2,38,140953.0,0
2,2,2,21,16565.0,0
2,2,1,22,17871.0,1
2,2,2,22,30526.0,0
2,1,2,21,4134.0,0
2,2,2,22,30067.0,1
1,1,1,51,316.0,0
1,1,1,42,4533.0,0
2,2,1,30,0.0,0
2,2,2,23,5007.0,0
2,2,1,38,2180.0,0
2,2,2,30,15529.0,1
2,1,1,27,143519.0,0
2,2,2,27,14705.0,0
2,2,2,27,110803.0,0
2,1,2,27,1404.0,0
2,2,2,27,123840.0,0
2,1,1,27,1528.0,0
2,2,2,26,50685.0,0
2,1,2,26,1666.0,0
2,3,2,22,32477.0,1
2,2,2,23,21966.0,0
2,2,1,23,1600.0,0
2,2,2,22,85293.0,0
2,2,1,23,15429.0,0
2,1,2,24,1423.0,0
2,1,2,23,69248.0,0
2,1,2,23,20004.0,1
2,2,2,22,30089.0,0
2,1,2,22,28657.0,0
2,3,2,25,11344.0,0
2,3,2,23,29309.0,0
2,2,2,22,30274.0,0
2,2,1,22,0.0,1
2,1,3,22,-1900.0,1
2,2,2,22,4264.0,0
2,2,2,22,13082.0,1
2,1,2,23,27154.0,0
2,2,1,23,1527.0,1
2,2,2,23,95885.0,0
2,3,2,24,9730.0,0
2,3,2,22,17174.0,1
2,1,2,22,7481.0,0
2,2,2,23,9227.0,0
2,3,2,23,34549.0,1
2,2,2,24,0.0,0
2,2,2,24,27234.0,1
2,3,2,24,60984.0,0
2,3,2,24,30402.0,1
2,2,2,24,51722.0,0
2,2,2,24,55497.0,1
2,2,1,24,0.0,0
2,2,2,24,2254.0,0
2,2,2,25,0.0,1
2,2,2,24,13439.0,1
2,2,2,44,2158.0,0
2,1,2,27,90359.0,0
2,2,2,24,10358.0,0
2,2,2,23,43227.0,0
2,2,2,23,18209.0,0
2,1,2,23,45116.0,1
2,2,1,24,4509.0,0
2,2,3,24,5651.0,0
2,2,2,26,81276.0,0
2,2,1,26,27883.0,1
2,1,2,25,37465.0,0
2,2,2,25,20650.0,0
2,1,2,26,52580.0,0
2,2,2,23,16962.0,1
2,2,2,23,21535.0,0
2,3,1,24,13776.0,0
2,2,2,25,28039.0,1
2,2,2,25,171010.0,0
2,2,2,23,34822.0,0
2,2,1,27,18952.0,0
2,2,2,23,17868.0,0
2,1,2,23,37300.0,0
2,2,2,24,15181.0,0
2,2,2,24,92282.0,0
2,2,2,24,71243.0,0
2,2,2,24,0.0,0
2,3,1,23,27778.0,0
2,1,2,27,65164.0,0
2,2,2,25,126494.0,0
2,2,2,28,76543.0,0
2,2,1,28,25742.0,0
2,1,2,27,9795.0,1
2,2,1,28,9833.0,0
2,1,2,28,4187.0,0
2,2,1,27,116.0,1
2,2,1,27,390.0,0
2,2,2,26,0.0,0
2,1,2,27,1132.0,0
2,2,1,27,128734.0,0
2,2,2,26,38432.0,0
2,1,2,27,0.0,0
2,1,2,27,27599.0,0
2,1,2,27,988.0,0
2,3,1,26,18528.0,1
2,2,1,27,30003.0,0
2,2,2,27,0.0,0
2,2,2,26,4890.0,0
2,2,2,27,42343.0,1
2,2,2,26,79023.0,0
2,1,2,26,12929.0,0
2,2,1,27,32635.0,0
2,2,2,27,1595.0,0
2,1,2,27,0.0,1
2,2,2,27,19275.0,0
2,1,2,28,0.0,0
2,2,2,27,0.0,1
2,1,2,27,4417.0,0
2,2,2,27,30352.0,0
2,1,2,27,63593.0,0
2,2,2,29,42975.0,0
2,2,2,27,156659.0,0
2,2,1,27,0.0,0
2,2,2,28,131242.0,0
2,2,2,28,200720.0,1
2,2,2,27,43924.0,1
2,2,1,25,5847.0,0
2,2,2,25,0.0,0
2,2,2,26,8260.0,1
2,2,1,28,60442.0,0
2,2,2,28,70659.0,0
2,1,1,28,82910.0,0
2,1,2,28,50976.0,1
2,1,2,28,1473.0,0
2,2,2,27,30110.0,0
2,2,2,27,61700.0,1
2,2,1,27,85532.0,0
2,2,2,25,123473.0,1
2,2,2,27,6879.0,0
2,2,2,26,10798.0,0
2,2,1,29,17789.0,0
2,1,2,29,980.0,0
2,1,2,29,5281.0,0
2,2,2,29,18121.0,1
2,2,1,29,80828.0,1
2,2,1,29,55906.0,0
2,2,1,29,29762.0,0
2,1,2,28,4921.0,0
2,1,2,29,783.0,0
2,2,2,30,111429.0,1
2,1,2,28,0.0,0
2,1,2,28,124561.0,0
2,2,2,28,340930.0,0
2,2,2,28,22622.0,0
2,1,2,28,58228.0,0
2,1,2,29,44567.0,0
2,2,2,35,17581.0,0
2,1,2,22,78711.0,1
2,2,2,23,7797.0,0
2,3,2,28,0.0,1
2,3,1,28,44267.0,1
2,1,1,29,14937.0,0
2,1,2,27,32513.0,0
2,1,2,25,6249.0,0
2,2,2,23,11922.0,0
2,2,2,24,9235.0,0
2,2,2,25,36694.0,0
2,2,1,31,8493.0,0
2,2,2,29,0.0,0
2,1,2,27,66682.0,0
2,2,1,35,72727.0,0
2,2,2,27,53871.0,0
2,1,2,22,438.0,1
2,2,2,24,71842.0,0
2,2,2,24,1190.0,0
2,1,2,29,17494.0,0
2,2,2,29,83224.0,0
2,2,1,29,19897.0,0
2,2,2,25,10922.0,1
2,2,2,27,9000.0,0
2,2,1,25,97760.0,1
2,1,1,24,4970.0,0
2,2,1,24,0.0,0
2,2,2,26,88048.0,0
2,1,2,30,41221.0,1
2,3,2,29,29045.0,1
2,2,2,30,99514.0,0
2,1,2,30,12428.0,0
2,2,2,30,123947.0,0
2,5,2,32,77709.0,0
2,2,1,32,19964.0,0
2,3,2,28,43843.0,0
2,2,2,29,5474.0,0
2,1,2,29,-150.0,0
2,3,1,29,55345.0,0
2,2,1,29,0.0,1
2,1,2,30,0.0,1
2,2,2,30,-550.0,0
2,2,1,30,0.0,1
2,2,2,31,119378.0,0
2,1,1,31,126719.0,0
2,2,2,27,9046.0,0
2,1,2,28,38215.0,0
2,2,1,28,98827.0,0
2,2,1,29,23283.0,1
2,1,1,37,1433.0,0
2,2,1,31,45576.0,1
2,2,2,31,0.0,0
2,2,1,32,46313.0,0
2,2,1,32,3063.0,0
2,2,1,32,83899.0,0
2,2,1,32,23583.0,1
2,2,1,29,0.0,0
2,2,2,25,120793.0,0
2,2,2,26,28963.0,0
2,2,2,29,1280.0,0
2,2,2,25,525.0,0
2,2,1,25,30327.0,1
2,2,2,42,2160.0,0
2,2,2,26,22637.0,0
2,2,2,27,4814.0,0
2,2,1,32,28354.0,1
2,3,1,32,1280.0,0
2,2,2,32,76353.0,0
2,1,2,29,103921.0,0
2,1,2,33,56502.0,0
2,3,1,36,81249.0,0
2,2,2,28,61867.0,0
2,1,1,31,0.0,0
2,2,1,30,2400.0,1
2,2,2,30,119641.0,0
2,2,2,28,67711.0,0
2,2,1,31,19324.0,1
2,3,2,31,3242.0,0
2,2,2,30,64841.0,0
2,1,2,31,740.0,0
2,1,2,38,24902.0,1
2,1,2,30,9297.0,0
2,2,1,30,0.0,0
2,3,1,29,143020.0,1
2,2,2,27,59831.0,0
2,2,1,34,55512.0,1
2,1,2,30,154515.0,0
2,1,2,31,316.0,0
2,2,2,36,163922.0,0
2,2,1,35,70592.0,0
2,2,1,39,26729.0,1
2,2,2,38,12150.0,0
2,3,1,38,60012.0,0
2,2,3,35,29817.0,1
2,2,1,41,49934.0,0
2,3,1,49,19546.0,1
2,2,1,38,0.0,1
2,3,1,44,108011.0,0
2,1,1,48,29483.0,1
2,2,2,41,24507.0,1
2,2,1,35,26163.0,0
2,3,1,35,19473.0,1
2,2,1,48,19361.0,1
2,2,1,38,41527.0,0
2,2,1,41,60737.0,1
2,3,1,40,31645.0,0
2,3,1,37,7276.0,0
2,2,1,49,29138.0,0
2,3,1,46,14082.0,0
2,2,1,31,0.0,1
2,2,2,48,194018.0,1
2,3,1,44,379.0,0
2,2,2,35,0.0,0
2,2,2,31,32709.0,1
2,1,2,23,47599.0,1
2,3,1,28,49701.0,0
2,2,2,30,104638.0,0
2,3,1,32,40295.0,0
2,2,1,44,0.0,0
2,2,1,39,30005.0,0
2,1,1,36,204312.0,0
2,1,2,33,91538.0,0
2,1,1,37,108129.0,1
2,2,2,24,37537.0,0
2,1,2,25,1257.0,1
2,2,2,47,28724.0,0
2,2,3,44,2400.0,1
2,2,2,29,43677.0,0
2,2,1,34,29306.0,1
2,2,1,37,121400.0,0
2,2,1,29,26176.0,0
2,2,2,34,0.0,0
2,2,1,34,30516.0,0
2,2,2,22,47751.0,0
2,1,2,22,18631.0,0
2,2,1,30,84646.0,0
2,2,1,32,7961.0,0
2,2,2,37,0.0,0
2,1,1,36,2394.0,0
2,3,2,26,1191.0,0
2,2,2,29,0.0,0
2,2,1,45,20264.0,0
2,3,1,47,92935.0,0
2,2,1,28,24741.0,0
2,1,2,28,131147.0,0
2,2,2,31,3500.0,0
2,2,2,34,-10.0,0
2,1,1,35,424.0,0
2,1,1,35,102620.0,0
2,1,1,36,3661.0,0
2,3,2,32,29423.0,0
2,3,1,35,300.0,1
2,2,2,37,87634.0,1
2,2,2,41,9292.0,0
2,3,3,43,18389.0,1
2,2,1,39,1081.0,1
2,1,2,30,50852.0,0
2,2,1,32,38282.0,0
2,2,2,35,26012.0,0
2,3,1,43,103246.0,1
2,2,1,41,50287.0,0
2,3,1,37,25301.0,0
2,2,2,26,47623.0,0
2,2,2,26,50967.0,0
2,2,1,28,0.0,0
2,2,1,31,5000.0,1
2,2,1,34,30524.0,0
2,3,1,45,22703.0,0
2,3,1,46,26960.0,0
2,3,1,46,0.0,1
2,3,1,26,12603.0,0
2,1,2,26,0.0,0
2,2,2,40,-87.0,1
2,2,2,26,17628.0,0
2,1,1,34,45309.0,0
2,3,3,37,59891.0,0
2,2,1,45,-20544.0,0
2,1,1,39,438953.0,0
2,2,1,48,30058.0,1
2,3,1,46,842.0,0
2,2,1,36,28948.0,0
2,3,1,46,121449.0,0
2,2,2,35,0.0,0
2,2,2,29,26414.0,0
2,2,2,29,83028.0,0
2,3,1,32,26476.0,1
2,3,1,47,23089.0,0
2,2,2,39,28762.0,0
2,2,1,45,27823.0,0
2,2,1,43,49681.0,0
2,2,2,39,0.0,0
2,2,1,46,61359.0,0
2,2,1,39,18610.0,1
2,2,2,31,78678.0,0
2,1,1,31,0.0,0
2,2,2,33,316.0,0
2,2,1,33,5320.0,0
2,2,1,35,16580.0,0
2,3,2,40,14971.0,0
2,2,1,47,21818.0,0
2,2,1,38,2714.0,0
2,3,1,38,102418.0,1
2,2,1,42,9626.0,0
2,2,1,46,65629.0,0
2,3,2,30,0.0,1
2,2,2,31,78169.0,0
2,1,1,31,82061.0,0
2,2,2,31,78953.0,0
2,2,2,28,0.0,0
2,2,2,28,0.0,0
2,2,1,43,12712.0,0
2,3,1,28,12454.0,1
2,2,2,30,95972.0,0
2,2,1,32,1692.0,1
2,2,1,33,1623.0,1
2,2,2,37,0.0,1
2,2,1,35,1172.0,0
2,1,1,40,62756.0,1
2,2,1,37,27862.0,1
2,1,2,35,196579.0,0
2,2,2,42,99669.0,1
2,2,1,36,8383.0,0
2,2,2,45,0.0,0
2,2,1,42,19512.0,1
2,2,1,46,27404.0,1
2,2,1,29,0.0,1
2,2,1,30,0.0,1
2,1,2,32,39102.0,0
2,5,1,33,68256.0,0
2,2,1,37,2222.0,0
2,3,1,48,35447.0,1
2,2,2,46,79286.0,1
2,2,2,42,61587.0,1
2,2,1,42,126155.0,1
2,2,2,31,10306.0,0
2,1,2,31,124488.0,0
2,2,1,33,14880.0,1
2,2,1,37,160731.0,0
2,2,1,45,222304.0,0
2,2,1,36,5954.0,0
2,2,1,45,63089.0,0
2,3,1,43,0.0,1
2,2,2,36,195044.0,1
2,3,2,33,41313.0,0
2,2,1,41,24688.0,0
2,2,1,36,92817.0,0
2,2,1,39,28939.0,0
2,2,3,30,19545.0,1
2,1,2,33,12632.0,0
2,2,2,41,0.0,0
2,3,1,40,5427.0,1
2,2,1,34,19306.0,1
2,2,1,37,11766.0,0
2,2,1,36,38138.0,0
2,2,2,32,125926.0,1
2,2,1,41,10133.0,0
2,3,2,45,1473.0,0
2,2,1,42,-330.0,0
2,3,1,40,29404.0,1
2,2,1,41,39255.0,1
2,2,2,28,390.0,1
2,1,1,39,19765.0,1
2,2,1,37,172042.0,0
2,3,1,36,19795.0,1
2,3,2,33,26133.0,1
2,2,2,33,18381.0,0
2,2,1,35,31576.0,0
2,3,1,39,77171.0,0
2,3,1,41,12841.0,0
2,2,1,39,17674.0,0
2,2,2,36,108202.0,0
2,2,1,45,590.0,0
2,3,2,32,2746.0,0
2,3,1,34,104583.0,0
2,2,2,41,27792.0,1
2,1,2,30,943.0,0
2,2,1,48,7350.0,0
2,2,1,38,4486.0,0
2,2,1,43,1383.0,0
2,2,2,29,30774.0,0
2,2,1,38,20509.0,1
2,2,1,43,0.0,1
2,2,1,25,165.0,1
2,2,1,46,3000.0,1
2,1,2,30,152632.0,0
2,2,2,39,107309.0,0
2,2,1,40,83040.0,0
2,2,2,32,122247.0,0
2,2,1,29,10662.0,1
2,3,1,32,20143.0,0
2,3,2,47,22141.0,0
2,3,1,40,13038.0,0
2,2,1,33,0.0,0
2,2,2,34,98404.0,0
2,1,1,34,2887.0,0
2,3,2,41,6342.0,1
2,2,2,47,0.0,0
2,2,2,40,6677.0,0
2,2,2,38,26831.0,0
2,1,1,28,25590.0,0
2,1,2,29,79603.0,1
2,2,1,36,4153.0,0
2,2,1,47,18920.0,0
2,2,2,29,28629.0,1
2,2,2,30,0.0,0
2,1,2,31,795.0,1
2,1,2,31,11563.0,0
2,3,1,37,23038.0,1
2,1,2,31,0.0,0
2,1,2,30,1883.0,1
2,1,2,32,116266.0,1
2,2,2,23,73769.0,0
2,1,2,31,2.0,0
2,2,2,37,9335.0,0
2,3,1,42,97413.0,1
2,3,2,37,85083.0,0
2,2,2,36,9371.0,1
2,2,1,42,15118.0,1
2,1,2,45,131067.0,0
2,2,1,40,12910.0,0
2,3,1,36,103492.0,0
2,3,2,35,11024.0,1
2,2,2,32,104806.0,0
2,1,1,34,315.0,0
2,2,1,38,18104.0,0
2,3,2,34,34161.0,0
2,1,1,34,0.0,0
2,2,1,43,201699.0,0
2,2,2,48,26689.0,0
2,3,1,37,390.0,0
2,2,1,49,4373.0,0
2,3,1,41,0.0,0
2,1,1,38,150749.0,0
2,2,2,45,47160.0,0
2,1,1,35,31840.0,1
2,2,1,46,19434.0,1
2,2,1,46,11990.0,0
2,3,2,34,18052.0,0
2,2,1,38,55886.0,0
2,2,1,33,87045.0,0
2,2,1,32,0.0,0
2,2,1,34,19227.0,0
2,2,1,31,7000.0,0
2,1,2,38,1158.0,0
2,1,2,45,97379.0,0
2,1,2,44,4656.0,1
2,1,1,38,15095.0,0
2,1,1,47,79360.0,0
2,3,1,43,76294.0,1
2,2,2,31,33965.0,1
2,3,1,33,0.0,1
2,2,3,34,12270.0,1
2,2,1,34,68863.0,1
2,3,1,43,15236.0,0
2,2,1,37,9774.0,1
2,2,2,41,90988.0,0
2,2,1,33,19890.0,0
2,2,2,34,209218.0,1
2,2,1,46,10420.0,0
2,1,2,34,140460.0,0
2,1,1,40,6200.0,0
2,2,1,41,54459.0,1
2,2,1,43,30230.0,0
2,2,2,45,17769.0,1
2,2,1,35,8279.0,0
2,3,1,37,54416.0,0
2,1,1,38,0.0,0
2,3,1,35,43814.0,0
2,1,3,35,6920.0,0
2,2,2,56,73672.0,1
2,3,1,43,5726.0,0
2,2,2,40,4315.0,0
2,2,1,38,41462.0,1
2,2,1,38,35918.0,1
2,2,1,45,137642.0,0
2,1,1,37,0.0,0
2,2,1,24,55479.0,0
2,1,2,25,30157.0,0
2,2,1,45,94875.0,0
2,2,1,38,165789.0,0
2,2,2,29,62990.0,1
2,2,2,27,0.0,0
2,1,2,28,3000.0,0
2,1,1,30,90295.0,1
2,2,1,33,105804.0,0
2,2,1,40,31318.0,1
2,3,1,49,40224.0,0
2,2,1,32,1807.0,0
2,5,2,33,54467.0,0
2,2,1,34,102371.0,0
2,2,1,40,26342.0,1
2,2,1,49,0.0,0
2,3,2,46,137470.0,0
2,2,2,35,2865.0,0
2,2,1,42,41225.0,0
2,2,2,47,139548.0,0
2,1,2,38,141830.0,0
2,2,2,28,88628.0,0
2,3,2,42,7686.0,0
2,3,1,31,9075.0,0
2,1,2,31,390.0,0
2,2,1,31,56786.0,0
2,1,2,31,12565.0,1
2,1,2,32,206054.0,0
2,2,2,32,316.0,0
2,2,2,33,78727.0,0
2,4,1,32,16890.0,0
2,2,1,32,0.0,0
2,2,2,36,1232.0,0
2,2,1,34,125519.0,0
2,2,2,34,0.0,0
2,1,1,34,922.0,0
2,2,1,34,135309.0,0
2,2,1,35,0.0,0
2,3,1,35,25325.0,1
2,3,1,41,101281.0,1
2,2,1,43,158451.0,1
2,2,1,34,3077.0,0
2,2,1,38,0.0,1
2,2,2,38,28422.0,0
2,1,1,44,97833.0,1
2,3,1,39,76140.0,0
2,3,1,41,18873.0,0
2,3,1,36,10394.0,1
2,2,2,42,0.0,0
2,3,2,45,9200.0,1
2,2,1,32,65890.0,0
2,3,3,32,1000.0,0
2,2,1,36,19320.0,1
2,1,2,33,16438.0,0
2,2,1,33,20859.0,1
2,2,1,33,0.0,1
2,2,2,33,26956.0,0
2,2,2,33,5884.0,1
2,2,2,33,96736.0,0
2,2,1,34,44626.0,0
2,2,1,36,35410.0,0
2,3,1,40,46196.0,0
2,2,2,38,74462.0,0
2,2,3,45,67818.0,0
2,3,2,37,44458.0,0
2,2,1,45,0.0,0
2,3,1,36,39831.0,0
2,5,2,36,17738.0,0
2,2,1,36,1150.0,0
2,3,1,44,31100.0,0
2,3,1,40,29269.0,0
2,2,2,44,4479.0,0
2,2,1,42,0.0,1
2,1,1,47,42691.0,0
2,2,1,44,0.0,1
2,2,1,42,11307.0,0
2,2,3,40,1446.0,1
2,1,1,49,0.0,0
2,3,1,37,23521.0,0
2,2,1,43,116249.0,0
2,2,1,45,26831.0,1
2,2,2,43,41345.0,0
2,2,1,35,79835.0,0
2,2,1,36,29297.0,1
2,2,1,36,12217.0,0
2,1,2,37,-18.0,0
2,2,1,35,27574.0,0
2,1,2,39,23717.0,1
2,2,1,41,344221.0,1
2,2,1,43,17711.0,1
2,3,1,38,632.0,0
2,1,1,49,1060.0,0
2,1,1,45,110006.0,0
2,1,1,35,189527.0,1
2,2,1,43,19913.0,0
2,4,2,39,70849.0,0
2,1,1,45,0.0,1
2,2,2,33,129357.0,0
2,1,2,34,3821.0,0
2,1,2,37,3073.0,1
2,2,1,31,50903.0,0
2,5,1,38,156241.0,0
2,1,2,39,0.0,1
2,2,1,37,29177.0,1
2,1,1,40,66942.0,0
2,2,1,48,0.0,0
2,3,1,44,8754.0,0
2,2,2,34,19045.0,0
2,1,1,45,4950.0,0
2,3,1,32,388.0,0
2,1,2,33,0.0,0
2,1,1,32,12354.0,0
2,2,1,33,-9.0,0
2,1,1,36,416.0,0
2,2,1,34,849.0,0
2,1,2,35,739.0,0
2,1,1,45,1037.0,0
2,3,1,38,309689.0,1
2,1,2,31,125841.0,0
2,1,2,31,55011.0,0
2,1,1,39,4408.0,0
2,2,1,37,28985.0,0
2,3,1,49,29058.0,0
2,2,1,49,64486.0,0
2,1,1,42,20529.0,1
2,2,1,35,803.0,1
2,2,1,48,12305.0,1
2,1,1,41,123794.0,0
2,1,1,42,53192.0,0
2,3,1,46,28117.0,1
2,1,2,33,39725.0,1
2,2,2,40,27872.0,1
2,1,1,36,406.0,1
2,3,2,46,17144.0,0
2,1,1,42,316.0,0
2,2,1,42,4234.0,0
2,1,2,29,3542.0,1
2,2,1,38,59829.0,0
2,1,1,46,8590.0,0
2,2,2,29,38011.0,0
2,2,1,33,28086.0,1
2,2,1,34,19726.0,1
2,3,1,40,13318.0,0
2,2,2,43,390.0,0
2,2,1,46,9416.0,0
2,1,2,36,3788.0,0
2,2,1,39,45833.0,0
2,3,1,42,18783.0,0
2,3,2,34,574.0,0
2,3,2,39,3170.0,0
2,3,2,44,10126.0,1
2,2,1,36,28215.0,0
2,3,1,39,17901.0,0
2,2,1,44,15261.0,0
2,2,2,31,0.0,0
2,2,1,32,25198.0,1
2,2,2,37,1401.0,1
2,1,1,33,0.0,0
2,3,1,34,94006.0,0
2,1,2,31,209508.0,0
2,1,2,36,0.0,0
2,2,2,38,5741.0,0
2,2,1,42,0.0,0
2,2,1,38,25128.0,0
2,2,1,41,4721.0,0
2,1,2,36,21315.0,0
2,1,1,44,-2506.0,0
2,2,2,43,139471.0,0
2,2,1,46,12460.0,0
2,1,1,45,0.0,0
2,1,2,32,6103.0,0
2,2,1,32,37307.0,0
2,2,1,35,127318.0,0
2,3,1,54,30378.0,1
2,3,1,50,87086.0,0
2,2,1,51,4362.0,0
2,5,1,50,54509.0,0
2,1,2,50,706.0,0
2,3,1,47,390.0,0
2,2,1,50,19655.0,0
2,5,1,50,102465.0,0
2,3,2,52,23170.0,0
2,3,2,50,79613.0,1
2,3,1,55,14159.0,1
2,2,1,53,18970.0,1
2,1,1,51,0.0,0
2,3,1,52,540.0,0
2,3,1,53,135264.0,0
2,2,1,49,6117.0,1
2,3,1,51,55147.0,1
2,3,2,53,-797.0,1
2,5,1,50,528.0,0
2,2,1,50,48616.0,0
2,2,2,51,0.0,0
2,2,1,53,26199.0,0
2,3,2,50,48525.0,0
2,1,2,54,18395.0,1
2,3,1,55,8495.0,0
2,2,1,53,29409.0,1
2,1,1,60,8307.0,0
2,2,1,47,12250.0,0
2,2,1,56,16968.0,1
2,3,1,55,41662.0,0
2,2,1,55,25506.0,0
2,2,1,56,68844.0,1
2,2,1,52,90228.0,0
2,3,1,62,22607.0,1
2,1,2,51,86452.0,0
2,3,1,54,10508.0,0
2,2,1,57,0.0,1
2,1,1,51,78518.0,0
2,3,2,50,16182.0,1
2,2,1,51,8730.0,0
2,2,2,53,9287.0,1
2,3,1,59,49470.0,0
2,3,1,54,11234.0,0
2,3,2,47,19183.0,0
2,3,1,50,32645.0,1
2,2,1,50,47765.0,0
2,3,1,53,19680.0,1
2,1,1,58,2729.0,0
2,1,1,47,54370.0,0
2,3,2,50,7026.0,0
2,3,1,50,107636.0,0
2,2,1,51,8049.0,0
2,3,1,56,14728.0,1
2,3,1,69,17822.0,0
2,2,1,54,53391.0,1
2,3,1,52,17650.0,1
2,3,1,56,13149.0,1
2,3,1,53,18834.0,1
2,4,1,59,132290.0,0
2,3,2,56,736.0,1
2,3,2,53,763.0,0
2,1,2,56,4208.0,1
2,3,1,55,182547.0,0
2,2,1,54,80597.0,0
1,2,2,21,0.0,1
1,2,2,33,0.0,0
1,2,2,22,1050.0,1
1,2,2,23,700.0,1
1,2,2,22,19931.0,0
1,2,2,23,37836.0,0
1,1,2,23,44789.0,0
2,3,1,54,18002.0,0
1,2,2,25,21938.0,1
1,3,2,32,2246.0,0
1,2,2,26,19022.0,0
1,1,2,26,20452.0,0
1,2,2,23,46029.0,0
1,2,1,24,18705.0,1
1,2,2,23,0.0,0
1,2,2,24,17385.0,1
1,2,2,25,9780.0,0
1,3,2,25,10000.0,0
1,3,2,22,7993.0,1
1,2,2,23,87500.0,1
1,2,2,24,49792.0,1
1,2,2,24,1035.0,0
1,1,2,24,3443.0,1
1,1,2,24,33625.0,0
1,3,2,24,18023.0,1
1,2,1,24,15001.0,1
1,1,2,25,12455.0,0
1,1,2,24,19721.0,1
1,2,2,24,35361.0,1
1,2,2,27,52887.0,0
1,2,2,24,40925.0,1
1,2,2,26,25364.0,0
1,2,2,26,327615.0,1
1,2,2,26,18099.0,0
1,2,2,25,0.0,1
1,2,2,23,18210.0,0
1,3,2,24,19652.0,0
1,2,1,28,20247.0,0
1,1,2,26,0.0,0
1,1,2,25,26099.0,0
1,1,2,27,37398.0,0
1,2,1,27,12559.0,0
1,1,2,27,133977.0,0
1,2,2,27,28144.0,0
1,2,2,26,2133.0,0
1,2,1,26,6020.0,0
1,2,2,26,145070.0,0
1,1,1,26,189623.0,0
1,1,2,26,41792.0,1
1,2,2,26,124623.0,0
1,1,2,28,2031.0,0
1,1,2,28,0.0,0
1,2,2,27,92.0,0
1,2,2,27,26980.0,0
1,2,2,27,50570.0,1
1,2,1,27,4282.0,1
1,3,2,28,11855.0,1
1,3,2,27,23860.0,0
1,2,2,26,25861.0,0
1,1,2,30,79812.0,1
1,1,2,29,15365.0,0
1,2,2,30,20547.0,0
1,1,2,29,28516.0,0
1,2,1,28,72812.0,0
1,2,2,29,671.0,0
1,2,2,25,-1518.0,1
1,2,2,29,26079.0,0
1,1,2,30,2300.0,1
1,1,1,30,732.0,0
1,2,2,27,114077.0,0
1,2,2,27,1572.0,0
1,2,2,27,1650.0,1
1,1,1,29,89633.0,1
1,1,2,28,20937.0,0
1,1,2,28,16379.0,1
1,2,2,29,0.0,0
1,2,1,27,19404.0,0
1,1,1,28,45648.0,0
1,2,2,29,0.0,0
1,2,2,29,17725.0,1
1,2,2,29,62658.0,0
1,2,1,28,0.0,0
1,2,2,29,48383.0,0
1,2,2,23,61.0,1
1,2,2,25,6855.0,0
1,2,2,28,77478.0,0
1,2,3,30,18079.0,0
1,2,2,24,0.0,0
1,2,2,24,19061.0,0
1,2,2,28,52990.0,0
1,1,2,29,139345.0,0
1,1,2,29,30779.0,1
1,1,2,29,4830.0,0
1,1,2,29,115990.0,0
1,3,0,29,1800.0,0
1,1,2,26,0.0,1
1,2,2,27,1218.0,0
1,2,2,26,24901.0,1
1,1,2,27,129998.0,0
1,2,2,29,11816.0,0
1,1,2,29,61911.0,0
1,2,2,29,54363.0,0
1,2,2,25,19485.0,0
1,2,2,25,16653.0,0
1,3,1,31,28061.0,0
1,1,2,29,37751.0,1
1,2,2,28,1150.0,0
1,2,2,28,5475.0,1
1,2,2,30,48241.0,1
1,2,2,30,0.0,0
1,2,1,29,7068.0,0
1,3,1,30,2852.0,1
1,2,2,29,7981.0,0
1,2,1,29,7904.0,0
1,1,2,29,79195.0,0
1,3,1,29,82275.0,1
1,2,2,29,202268.0,0
1,2,2,31,177195.0,0
1,2,2,31,4655.0,0
1,1,2,32,43229.0,0
1,3,1,29,0.0,0
1,2,2,29,0.0,1
1,1,2,29,11202.0,0
1,1,2,30,14850.0,0
1,2,1,31,0.0,0
1,1,2,27,69248.0,1
1,3,1,31,44724.0,0
1,2,2,29,0.0,1
1,2,1,39,10481.0,0
1,1,1,34,243899.0,0
1,2,2,45,553.0,0
1,1,2,41,27437.0,0
1,1,1,35,123796.0,0
1,2,2,39,9264.0,0
1,2,1,41,9218.0,0
1,3,1,30,17419.0,1
1,1,2,31,76766.0,0
1,1,2,32,57771.0,0
1,1,2,32,34565.0,1
1,2,2,32,130666.0,1
1,1,2,34,15852.0,1
1,2,1,34,56322.0,0
1,3,1,45,73932.0,0
1,2,2,25,2520.0,0
1,3,2,35,29000.0,1
1,2,2,30,3500.0,0
1,2,2,25,18508.0,1
1,2,2,34,7030.0,1
1,1,2,30,27864.0,0
1,2,2,29,18056.0,1
1,3,1,30,10052.0,1
1,2,2,41,18056.0,0
1,3,1,48,25088.0,1
1,2,2,31,16435.0,1
1,2,2,32,88973.0,0
1,1,2,33,11658.0,0
1,1,2,35,476.0,0
1,1,2,40,325.0,1
1,3,1,32,114909.0,0
1,2,1,32,5854.0,0
1,3,1,40,1600.0,0
1,1,1,44,0.0,0
1,3,1,46,14027.0,1
1,2,1,47,0.0,0
1,1,1,42,22395.0,1
1,2,2,32,14852.0,0
1,2,2,34,1960.0,0
1,2,2,30,780.0,1
1,1,2,29,10916.0,0
1,1,2,34,1307.0,0
1,1,2,38,9151.0,0
1,2,2,34,27923.0,0
1,2,1,39,11214.0,0
1,1,2,34,4857.0,0
1,1,1,46,142160.0,0
1,3,2,28,89684.0,1
1,2,1,39,9514.0,0
